Cell-ID,Cell-LAC/TAC,Netzwerk Mobile Country Code,Netzwerk Mobile Network Code,Lat,Lon,Accuracy,Address
51865108,45141,262,2,52.28775,7.93905,905,
51454741,45141,262,2,52.272453,8.061187,893,
51454741,45141,262,2,52.272453,8.061187,893,
51865090,45141,262,2,52.29078,7.93568,1188,
51865120,45141,262,2,52.293197,7.941205,895,
52483860,45141,262,2,52.29952,7.94432,1053,
51865090,45141,262,2,52.29078,7.93568,1188,
13355797,45141,262,2,52.3062,7.9488,905,
13355779,45141,262,2,52.303684,7.955705,823,
51454739,45141,262,2,52.272713,8.061447,869,
51454739,45141,262,2,52.272713,8.061447,869,
51454721,45141,262,2,52.266791,7.997054,877,
51454721,45141,262,2,52.266791,7.997054,877,
13355797,45141,262,2,52.3062,7.9488,905,
13355779,45141,262,2,52.303684,7.955705,823,
13355779,45141,262,2,52.303684,7.955705,823,
13355779,45141,262,2,52.303684,7.955705,823,
52483842,45141,262,2,52.29878,7.94298,1030,
13355796,45141,262,2,52.3026,7.9627,875,
52483842,45141,262,2,52.29878,7.94298,1030,
12958979,45141,262,2,51.451643,7.014709,893,
12958997,45141,262,2,52.27199,8.060944,857,
13355778,45141,262,2,52.30129,7.96949,4147,
13355796,45141,262,2,52.3026,7.9627,875,
13355778,45141,262,2,52.30129,7.96949,4147,
12958978,45141,262,2,52.266051,8.016186,5756,
52449795,45141,262,2,52.312272,7.978711,862,
52464897,45141,262,2,52.30272,7.97382,900,
52464897,45141,262,2,52.30272,7.97382,900,
12958996,45141,262,2,52.2721,8.061054,847,
52449794,45141,262,2,52.3032,7.9879,902,
52449794,45141,262,2,52.3032,7.9879,902,
52449795,45141,262,2,52.312272,7.978711,862,
52449794,45141,262,2,52.3032,7.9879,902,
14169364,45141,262,2,52.30202,8.00582,827,
51318275,45144,262,2,52.300268,7.983486,3267,
14175746,45144,262,2,51.451593,7.014659,897,
14175746,45144,262,2,51.451593,7.014659,897,
13357827,45144,262,2,52.26077,8.01677,6459,
51318292,45144,262,2,52.300218,8.010128,834,
12962581,45144,262,2,52.29673,8.01613,863,
51318291,45144,262,2,52.30193,8.00513,500,
51318291,45144,262,2,52.30193,8.00513,500,
12962570,45144,262,2,52.29902,8.01032,1191,
51318273,45144,262,2,52.30427,8.00047,2854,
12962570,45144,262,2,52.29902,8.01032,1191,
51318273,45144,262,2,52.30427,8.00047,2854,
51318275,45144,262,2,52.300268,7.983486,3267,
52449794,45141,262,2,52.3032,7.9879,902,
